username,location,text,tweet_date,hashtags_extracted,text_cleaned
𝗣𝗢𝗦𝗧 𝗢𝗻𝗹𝗶𝗻𝗲 𝗠𝗲𝗱𝗶𝗮,World,uk's medicines and healthcare products regulatory agency approved valneva covid-19 vaccine https://t.co/0hib4tq2dn #health https://t.co/eqqt8822zi #news 314,2022-04-14 21:30:13+00:00,"health,news",uks medicines and healthcare products regulatory agency approved valneva covid-19 vaccine
Streetwise Reports,,"vaccine maker awarded approval for covid-19 vaccine: https://t.co/fbyvaneond

valneva traded higher after reporting the u.k.'s mhra granted conditional marketing authorization for its covid-19 vaccine candidate in adults 18-50 years old.

$valn #covid19 #stocks @valnevase",2022-04-14 21:30:06+00:00,"covid19,stocks",vaccine maker awarded approval for covid-19 vaccine traded higher after reporting the uks mhra granted conditional marketing authorization for its covid-19 vaccine candidate in adults -50 years old$valn
Marc Gozlan,"Paris, France","#covid19 the netherlands will not approve the moderna vaccine for children under 12. the european medicines agency approved the use of the moderna vaccine for kids btw the ages of 6 and 11 in february, but the dutch health council advised against it https://t.co/tvfuxhzysm",2022-04-14 21:27:04+00:00,covid19,the netherlands will not approve the moderna vaccine for children under  the european medicines agency approved the use of the moderna vaccine for kids btw the ages of and in february but the dutch health council advised against it
Eric Cadesky MD,Vancouver,"while many kids aged 5-11 have not yet received two doses of the covid vaccine, early studies suggest that a third dose may safely offer even more protection 
https://t.co/bxcfpjqwel @birindernarang @katharinesmart @kidsdoc1rick @shawngeorge828 @kidsdoc1rick",2022-04-14 21:25:16+00:00,,while many kids aged -11 have not yet received two doses of the covid vaccine early studies suggest that a third dose may safely offer even more protection
Chiquita Brooks-LaSure,,"#covid19 can lead to serious illness and hospitalization, even in children. vaccines can help protect your child from covid and serious covid-related illnesses. 

everyone 5+ is eligible for the vaccine. learn more at https://t.co/l9uycbwc4l. https://t.co/0ixeeefli5",2022-04-14 21:23:20+00:00,covid19,can lead to serious illness and hospitalization even in children vaccines can help protect your child from covid and serious covid-related illnesses everyone + is eligible for the vaccine learn more at 
Marc Gozlan,"Paris, France",the medicines and healthcare products regulatory agency (mhra) approves the moderna #covid19  vaccine ‘spikevax’ for use in 6 to 11-year olds https://t.co/9xruaet3y7 via @govuk,2022-04-14 21:20:31+00:00,covid19,the medicines and healthcare products regulatory agency (mhra) approves the moderna vaccine spikevax for use in to -year olds via
Philip Fudge,,#texas #covid19 if the vaccine is effective..why are more 20-29 year-olds being counted as covid deaths post heavy vaccination than when there was no vaccine? https://t.co/tc2iims2ha,2022-04-14 21:18:32+00:00,"texas,covid19",if the vaccine is effectivewhy are more -29 year-olds being counted as covid deaths post heavy vaccination than when there was no vaccine?
Philip Fudge,,#texas #covid19 if the vaccine is effective..why are more 30-39 year-olds being counted as covid deaths post heavy vaccination than when there was no vaccine? https://t.co/hiuzixcyrm,2022-04-14 21:11:12+00:00,"texas,covid19",if the vaccine is effectivewhy are more -39 year-olds being counted as covid deaths post heavy vaccination than when there was no vaccine?
Chiefs of Ontario,"Toronto, Ontario","the best defence against serious illness is to get vaccinated with two doses of the #covid19 vaccine, and with one or more boosters as soon as you are eligible. 

visit https://t.co/waamnpb2cw to schedule your vaccine appointment! https://t.co/ztajuyuzid",2022-04-14 20:55:13+00:00,covid19,the best defence against serious illness is to get vaccinated with two doses of the vaccine and with one or more boosters as soon as you are eligible visit to schedule your vaccine appointment!
The Yorkshire Times,Yorkshire,"valneva covid-19 vaccine approved by mhra #covid19 #valneva
https://t.co/isdfbpkoze",2022-04-15 23:20:04+00:00,"covid19,valneva",valneva covid-19 vaccine approved by mhra 
L.A. Care Health Plan,Los Angeles,"bianca mercado shares why she chose to vaccinate her daughter, madison! 💉 

help protect children and teens by getting those who are eligible vaccinated against #covid19.

for the latest #covid19 vaccine resources visit: 
https://t.co/skr75ds0ta

#vaccinessavelives https://t.co/sdstb89dbo",2022-04-15 23:09:17+00:00,"covid19,covid19,vaccinessavelives",bianca mercado shares why she chose to vaccinate her daughter madison! help protect children and teens by getting those who are eligible vaccinated against for the latest vaccine resources visit
NewsRescue,New York,"fauci: lockdowns prevent people from getting natural exposure so they depend on big pharma vaccination - https://t.co/v4arpyo1pv

dr. anthony fauci, the head of the national institute of allergy and  #covid #covid19 #omicron #vaccine

https://t.co/uwjsdzzfmb https://t.co/n8rtq29ux8",2022-04-15 23:07:44+00:00,"covid,covid19,omicron,vaccine",fauci lockdowns prevent people from getting natural exposure so they depend on big pharma vaccination - fauci the head of the national institute of allergy and 
The Age,"Melbourne, Australia","australians under 65 years old with no underlying health conditions are unlikely to need a fourth dose of the coronavirus vaccine before winter.

#covid19 #covid19vic https://t.co/6ci2munhmx",2022-04-16 23:30:10+00:00,"covid19,covid19vic",australians under years old with no underlying health conditions are unlikely to need a fourth dose of the coronavirus vaccine before winter
The Epoch Times,"New York, USA","some theaters on #broadway in #newyorkcity will not require #vaccines against #covid19 from customers, starting in may, the @broadwayleague announced. https://t.co/eqlzf5iiux",2022-04-16 23:10:01+00:00,"broadway,newyorkcity,vaccines,covid19",some theaters on in will not require against from customers starting in may the announced
Colorado Department of Public Health & Environment,Colorado,"cdphe continues its statewide #covid19 vaccination campaign this week with clinics scheduled at a wide variety of community locations including education centers, libraries, shopping areas and other community locations. 

https://t.co/lzm9briz8b https://t.co/y1veu3wk13",2022-04-16 23:00:02+00:00,covid19,cdphe continues its statewide vaccination campaign this week with clinics scheduled at a wide variety of community locations including education centers libraries shopping areas and other community locations
M H,India,@rahulgandhi sir country has 2 type of virus one is covid19 another is modi14. why covid is 19 because started in 2019. why modi14 because he started in 2014. now nation has to decide which worst midi14 or covid19. covid19 has vaccine modi14 has medicine that is votes throw him out in 2024.,2022-04-16 22:27:15+00:00,,sir country has type of virus one is covid19 another is modi14 why covid is because started in  why modi14 because he started in  now nation has to decide which worst midi14 or covid19 covid19 has vaccine modi14 has medicine that is votes throw him out in 
🇺🇦 #CPC can't have my name🇨🇦🍁,Canada,#valneva #covid #vaccine approved for use in uk. #covid19 #jabs https://t.co/lrwac14dq2,2022-04-16 22:01:32+00:00,"valneva,covid,vaccine,covid19,jabs",approved for use in uk
Blair Menachi,"Glasgow, Scotland",https://t.co/7izy96xej9 #covid19 #vaccineinjuries need to be fully investigated to enable lessons to be learned.,2022-04-16 21:42:32+00:00,"covid19,vaccineinjuries",need to be fully investigated to enable lessons to be learned
The Epoch Times,"New York, USA","cases of rare vulvar ulcers have been diagnosed in adolescent girls after receiving a second dose of #pfizer's mrna #vaccine against #covid19, according to the april edition of the journal of pediatric &amp; adolescent gynecology. https://t.co/zammtkvzwg",2022-04-16 21:25:01+00:00,"pfizer,vaccine,covid19",cases of rare vulvar ulcers have been diagnosed in adolescent girls after receiving a second dose of s mrna against  according to the april edition of the journal of pediatric  adolescent gynecology
WxKenYYC,"Calgary, Aberta","calgary alberta #abstorm yyc ybw
2022 april 18, 3:11pm
alberta childrens hospital sky/67 virga 
@ahs_media covid-19 immunization booking https://t.co/rqounsqaok https://t.co/pik5lcqkhx",2022-04-16 21:12:47+00:00,abstorm,calgary alberta yyc ybw2022 april  11pmalberta childrens hospital sky67 virga covid-19 immunization booking
CEPI,Global,"we're providing up to us $8.7 million to support a trial led by @mcri_for_kids 
to assess the impact of administering reduced #covid19 booster shots.

studies will take place across
🇦🇺  australia
🇲🇳 mongolia
🇮🇩 indonesia 
https://t.co/tseka5ur95",2022-04-16 21:10:00+00:00,covid19,were providing up to us $87 million to support a trial led by to assess the impact of administering reduced booster shotsstudies will take place across australia mongolia indonesia
The ASCO Post,"Huntington, NY",third dose of covid-19 vaccine significantly increases immune responses in most patients with multiple myeloma https://t.co/mnkbzjs1tm #covid19 #vaccine #mmsm #hematology,2022-04-16 20:53:00+00:00,"covid19,vaccine,mmsm,hematology",third dose of covid-19 vaccine significantly increases immune responses in most patients with multiple myeloma
Mint,India,"india announced that the #covid19 vaccination coverage has exceeded 186.51 cr (1,86,51,53,593) as per provisional reports by union home ministry till 7 am today. https://t.co/mpdvao6mwy",2022-04-17 23:30:00+00:00,covid19,india announced that the vaccination coverage has exceeded cr (1865153593) as per provisional reports by union home ministry till am today
Prairie Mountain Health,"Manitoba, Canada",boost your immunity by getting the 3rd covid vaccine dose! eligibility criteria at: https://t.co/3hwdb24alv.   pmh clinics visit: https://t.co/h5y2ygqasl https://t.co/zgdsnrylrm,2022-04-17 23:00:04+00:00,,boost your immunity by getting the rd covid vaccine dose! eligibility criteria at  pmh clinics visit
Προμηθεύς,,"via the epoch times: ""more than 1 million #covid #vaccine injuries, nearly 27,000 deaths reported to #vaers, #cdc #data show"" ( https://t.co/gxpvneqtpk ; https://t.co/afkyfnp3rf ) #covid19 #sarscov2 #vaccinesideeffects https://t.co/lpgfvgwev6",2022-04-17 22:58:59+00:00,"covid,vaccine,vaers,cdc,data,covid19,sarscov2,vaccinesideeffects","via the epoch times ""more than million injuries nearly deaths reported to  show"" (  )"
Intelliwings,"Washington, DC",get your #covid19 #vaccine. and make sure you’re getting enough vitamin d. #health #medicine #covid https://t.co/6ptqs1yb3r,2022-04-17 22:54:41+00:00,"covid19,vaccine,health,medicine,covid",get your  and make sure youre getting enough vitamin d
Josie from Earth,,"accepting covid risks does not mean being ignorant or poorly educated #covid19 

accepting vaccine risks does not mean being ignorant or poorly educated #antivaxxers 

we all accept and understand differently, it’s hubris to assume you know better.
#covidisntover #covidvaccine",2022-04-17 22:36:54+00:00,"covid19,antivaxxers,covidisntover,covidvaccine",accepting covid risks does not mean being ignorant or poorly educated accepting vaccine risks does not mean being ignorant or poorly educated we all accept and understand differently its hubris to assume you know better
SAVE OUR UNACCEPTABLE COUNTRY,Alberta,"did #fauci used to say infection is the best #vaccine?!! 🤔
so.. is was he spreading misinformation then or now?! 
#covid19 #covid #vaccines
#vaccinemandates
#vaccine 
#boosterdose
#booster
#boosters #vaccinesideeffects

https://t.co/jzox7gqdzw",2022-04-17 22:14:45+00:00,"fauci,vaccine,covid19,covid,vaccines,vaccinemandates,vaccine,boosterdose,booster,boosters,vaccinesideeffects",did used to say infection is the best ?!! so is was he spreading misinformation then or now?! 
Tiger Netanya,,"covid-19 tracker: ocugen, working on bharat’s troubled shot covaxin, hits clinical snag! $pfe $jnj $bntx $nvax $mrk #covid19 #antiviral
https://t.co/5vpcbieto5",2022-04-17 21:14:00+00:00,"covid19,antiviral",covid-19 tracker ocugen working on bharats troubled shot covaxin hits clinical snag! $pfe $jnj $bntx $nvax $mrk 
NJDOH,New Jersey,"kids ages 5 &amp; up are eligible for the covid-19 vaccine. help create a safer, healthier new jersey and talk to your pediatrician to find out how the vaccine can help protect your child. find an appointment near you: https://t.co/w9q4e8zrhb #covid19 #covidvaccine #njdoh https://t.co/pittxycxzl",2022-04-17 20:56:00+00:00,"covid19,covidvaccine,njdoh",kids ages  up are eligible for the covid-19 vaccine help create a safer healthier new jersey and talk to your pediatrician to find out how the vaccine can help protect your child find an appointment near you
WV Department of Health & Human Resources • 😷,"Charleston, WV","the #covid19 vaccination due date calendar is a free, online tool to help people learn when they may be due for a covid-19 shot. find it at https://t.co/lzl9opmgze. https://t.co/cxfv7sdzlh",2022-04-17 20:40:01+00:00,covid19,the vaccination due date calendar is a free online tool to help people learn when they may be due for a covid-19 shot find it at 
Tian_A1,Everywhere,"health news roundup : more #chinese cities tighten controls as #shanghai covid cases rise new bird flu cases identified in #pennsylvania and #utah, usda says and more [ https://t.co/riykloa0ah ] il y a 6heures #covid19 vaccine candidates developed by https://t.co/p1e1iukxtt",2022-04-17 20:31:31+00:00,"chinese,shanghai,pennsylvania,utah,covid19",health news roundup  more cities tighten controls as covid cases rise new bird flu cases identified in and  usda says and more [ ] il y a heures vaccine candidates developed by
Tian_A1,Everywhere,#covid19 update for april 16-17: fourth dose protects against omicron : study first easter weekend in three years without restrictions omicron-specific vaccine candidates cleared for trial [ https://t.co/m0jsvpt0lm ] il y a 2heures omicron-targeting covi https://t.co/pgn0wazypd,2022-04-17 20:27:41+00:00,covid19,update for april -17 fourth dose protects against omicron  study first easter weekend in three years without restrictions omicron-specific vaccine candidates cleared for trial [ ] il y a heures omicron-targeting covi
Tian_A1,Everywhere,"iisc bengaluru, #biotech startup mynvax develop heat tolerant covid vaccine [ #english.sakshi.com ] il y a 10heures the #indian institute of science in bengaluru and biotech start-up mynvax are working on a new heat-tolerant #covid19 vaccine.accor https://t.co/cnp2jzbgea",2022-04-17 20:26:00+00:00,"biotech,english,indian,covid19",iisc bengaluru startup mynvax develop heat tolerant covid vaccine [ sakshicom ] il y a heures the institute of science in bengaluru and biotech start-up mynvax are working on a new heat-tolerant vaccineaccor
Tian_A1,Everywhere,"todays #coronavirus news : ontario reports 23 new deaths #shanghai covid cases top 23, 500 as #xian starts partial lockdown [ https://t.co/l5d6dt8vou ] il y a 22heures gavin newsom's school #covid19 vaccine mandate until next year.separately, an inactivat https://t.co/pdbdoigqmj",2022-04-17 20:22:10+00:00,"coronavirus,shanghai,xian,covid19",todays news  ontario reports new deaths covid cases top  as starts partial lockdown [ ] il y a heures gavin newsoms school vaccine mandate until next yearseparately an inactivat
Prairie Mountain Health,"Manitoba, Canada","#brandon covid vaccine clinic at the friendship centre. offering 1st, 2nd &amp; 3rd doses if eligible. check eligibility criteria https://t.co/xm7ppi061s.  book online at:https://t.co/xtgghqrkd5 or call to book appointment at 1-844-626-8222, walk ins accepted. @bnrc1 https://t.co/eual6usnp7",2022-04-17 20:15:02+00:00,brandon,covid vaccine clinic at the friendship centre offering st nd  rd doses if eligible check eligibility criteria  book online at or call to book appointment at -844-626-8222 walk ins accepted
Martin Oaks,"Lewisville, TX and Dallas, TX",a #breath  #test for #covid19 . #vaccine #machine #medicine #booster #travel #breathe #invention #doctor #family #healthy  #science https://t.co/uguyrqltxz,2022-04-17 20:03:23+00:00,"breath,test,covid19,vaccine,machine,medicine,booster,travel,breathe,invention,doctor,family,healthy,science",a for 
Edengrove123,,@snj_1970 obviously not. the way the vaccine has been pushed it was obvious to me something was not right. i sincerely suspect based on all the evidence that covid19 is caused by 2019 graphene oxide flu vaccines. and the covid vaccines also contain graphene oxide and is a bio weapon,2022-04-17 19:59:54+00:00,,obviously not the way the vaccine has been pushed it was obvious to me something was not right i sincerely suspect based on all the evidence that covid19 is caused by graphene oxide flu vaccines and the covid vaccines also contain graphene oxide and is a bio weapon
Adam Bernstein,"Narragansett, RI","dr. ashish k. jha, the new white house #covid19 response coordinator, reported that americans over 60 should get a second booster shot of a coronavirus vaccine.
https://t.co/bpmm2csz8b",2022-04-17 19:31:36+00:00,covid19,dr ashish k jha the new white house response coordinator reported that americans over should get a second booster shot of a coronavirus vaccine
World Bank,"Washington, DC","as #vaccine supplies increase, @worldbank group is coordinating closely with mltf partners &amp; countries to address deployment bottlenecks. unequal access to #covid19 vaccines &amp; critical health tools is prolonging the pandemic. 

read the statement: https://t.co/bsgtbhwi3c https://t.co/s0xg0s2jie",2022-04-17 19:00:30+00:00,"vaccine,covid19",as supplies increase group is coordinating closely with mltf partners  countries to address deployment bottlenecks unequal access to vaccines  critical health tools is prolonging the pandemic read the statement
AsheNewsDaily,,"medical laboratory and research scientists from west africa are set to chart a course that will assist in building local capacity for the manufacturing of vaccines and other medical products in the sub-region.  #africabio #celebratelab #covid19

https://t.co/ajdwbflwvb https://t.co/x7uwj25rfq",2022-04-17 18:59:08+00:00,"africabio,celebratelab,covid19",medical laboratory and research scientists from west africa are set to chart a course that will assist in building local capacity for the manufacturing of vaccines and other medical products in the sub-region 
Wicked Prepping,,"mandatory vaccinations...
           or just coercive manipulation?

😱green zones coming to a town near you!

---&gt; https://t.co/gqxoql2asg 

#vaccine #vaccinations #wef #nwo #covid19 #covid #coronavirus #prepper #prepping",2022-04-17 18:40:01+00:00,"vaccine,vaccinations,wef,nwo,covid19,covid,coronavirus,prepper,prepping",mandatory vaccinations or just coercive manipulation?green zones coming to a town near you!---gt
"Gavi, the Vaccine Alliance","Geneva, Switzerland","with many countries failing to hit measles vaccine coverage targets and #covid19 control measures being lifted, the goal of measles elimination hangs in the balance. @lindageddes reports: https://t.co/fe057czwep",2022-04-17 18:30:00+00:00,covid19,with many countries failing to hit measles vaccine coverage targets and control measures being lifted the goal of measles elimination hangs in the balance reports
SMCOE,San Mateo County,"have questions about when to vaccinate or get a booster for your child? supercharge your children 5 and up against covid-19. 

find a free vaccine near you at https://t.co/fgcjq2ycg1 or call 833-422-4255.

#covid19 #staysafe #getvaccinated https://t.co/tafajtr23k",2022-04-18 23:45:00+00:00,"covid19,staysafe,getvaccinated",have questions about when to vaccinate or get a booster for your child? supercharge your children and up against covid-19 find a free vaccine near you at or call -422-4255
Bala Danmeri,"Somerset, United Kingdom",#covid19 #vaccine supreme court declines to wade into military legal battle over vaccine: the supreme court has decided to not intervene with the u.s. air force from disciplining a service member after he refused to get the covid-19 vaccine for… https://t.co/r84qaekoj1,2022-04-18 23:40:32+00:00,"covid19,vaccine",supreme court declines to wade into military legal battle over vaccine the supreme court has decided to not intervene with the us air force from disciplining a service member after he refused to get the covid-19 vaccine for
Monterey Co Health,"Monterey County, California","monterey county covid-19 data (change from 4/14)
* 7 day test positivity rate 1.9% up from 1.4% 
* 7 day average case rate per 100,000 residents 3.1 down from 3.4
more information at https://t.co/cihge4pwta
looking for a test or vaccine? visit https://t.co/o3eow3nmxz  #covid19 https://t.co/rnx3yl8yy0",2022-04-18 23:25:27+00:00,covid19,monterey county covid-19 data (change from 14)* day test positivity rate  up from  * day average case rate per residents down from more information at for a test or vaccine? visit
foolishnessss,,@ksorbs stinks tho. would rather they drop the covid vaccine mandate to enter the usa. what a joke that is. the world is trying to make freedom a thing of the past. #covid19,2022-04-18 23:04:28+00:00,covid19,stinks tho would rather they drop the covid vaccine mandate to enter the usa what a joke that is the world is trying to make freedom a thing of the past
LLERO_CULTURE,"New York, NY",could the numbers for the latest #covid surge be misleading due to undercounting? #covid19 #covidpandemic #vaccine #covidvariant https://t.co/lwu9odph60,2022-04-18 23:00:37+00:00,"covid,covid19,covidpandemic,vaccine,covidvariant",could the numbers for the latest surge be misleading due to undercounting?
ICPHD,Imperial County California,"get your children 5 and up vaccinated against covid-19! you can now schedule to get the #covid19 vaccine at the icphd, you can also find other vaccine clinics near you at https://t.co/q12jmfz2w3. https://t.co/5lbydd9yqp",2022-04-18 22:39:48+00:00,covid19,get your children and up vaccinated against covid-19! you can now schedule to get the vaccine at the icphd you can also find other vaccine clinics near you at 
RichWritesRants,"Raleigh, NC","@msj__76 @carlinagrl @lpackard @repboebert you claim to be battling cancer and yet ironically appear to be defending the same people who promoted quacks who claimed that #covid19 was caused by aliens and demon rape. the same people who claimed it was a democratic hoax, killing off their own voters.
https://t.co/xkqwwluw2c",2022-04-18 22:32:43+00:00,covid19,you claim to be battling cancer and yet ironically appear to be defending the same people who promoted quacks who claimed that was caused by aliens and demon rape the same people who claimed it was a democratic hoax killing off their own voters
David Jacobs,Toronto,"the global projections are looking good. these projections are based on no further interventions.

for your personal protection, i would still highly recommend 3 doses of the covid-19 vaccine, especially for those over 50 years of age.

#covid19
https://t.co/1sbmjvpsjv https://t.co/s2rm7t8wse",2022-04-18 22:22:07+00:00,covid19,the global projections are looking good these projections are based on no further interventionsfor your personal protection i would still highly recommend doses of the covid-19 vaccine especially for those over years of age
AMC TO THE MOON!!!,,"more than 1 million covid vaccine injuries, nearly 27,000 deaths reported to vaers, cdc data show

https://t.co/nzttcb95ni",2022-04-18 21:45:20+00:00,,more than million covid vaccine injuries nearly deaths reported to vaers cdc data show
Karl Harrison,"British Columbia, Canada","hard to imagine any other product being allowed to continue with 27,000 deaths on the record in just over a year……. #covid19 #myocarditis #vaccineinjury  https://t.co/ekptxgdwpy",2022-04-18 21:34:33+00:00,"covid19,myocarditis,vaccineinjury",hard to imagine any other product being allowed to continue with deaths on the record in just over a year
Maricopa County Public Health,"Maricopa County, Ariz.","@drkeyedangel all vaccine events on our page calendar (https://t.co/vvqtpkvu6a) are organized by mcdph with contracted vendors who are authorized, and every location on our page's map/list is authorized by the state health department (https://t.co/d6intux6ka).",2022-04-18 21:34:11+00:00,,all vaccine events on our page calendar () are organized by mcdph with contracted vendors who are authorized and every location on our pages maplist is authorized by the state health department ()
Chicagoland DPOCC,"Chicago, IL",3 new #covid19 #vaccine and #reopening guides added to #database https://t.co/1ufvsytncs,2022-04-18 21:33:23+00:00,"covid19,vaccine,reopening,database",new and guides added to
Alex Martiniuk,,"effectiveness-after 4th dose #covid19 vaccine
52% (95% ci 49-54) against pcr confirmed infection
61% (95% ci 58-64) against symptomatic covid19
72% (95% ci 63-79) against covid19 related hosp
64% (95% ci 48-77) against severe covid
76% (95% ci 48-91) against covid19 related death",2022-04-18 21:32:24+00:00,covid19,effectiveness-after th dose vaccine52 (95 ci -54) against pcr confirmed infection61 (95 ci -64) against symptomatic covid1972 (95 ci -79) against covid19 related hosp64 (95 ci -77) against severe covid76 (95 ci -91) against covid19 related death
KFF (Kaiser Family Foundation),"San Francisco, CA | Washington DC","giving employees time off to get vaccinated against #covid19/recover from side effects could encourage vaccinations, according to public health experts.
 
just over 1/3 of workers say their employer offers paid time off for these reasons. https://t.co/x80lv7bqo3",2022-04-18 21:28:00+00:00,covid19,giving employees time off to get vaccinated against recover from side effects could encourage vaccinations according to public health experts just over 3 of workers say their employer offers paid time off for these reasons
☯ 𝔅𝔩𝔢𝔫𝔡𝔗𝔬𝔅𝔞𝔩𝔞𝔫𝔠𝔢𝔏𝔦𝔣𝔢,𝓔𝓪𝓻𝓽𝓱,"why can't they use blood of
 vaxxed who also had covid...
perhaps this is why? 
from the 4/8/2022 release of vaers data:
found 1,226,314 cases where vaccine is covid19
https://t.co/sqhndohgak https://t.co/q4biiinvi2",2022-04-19 23:55:17+00:00,,why cant they use blood of vaxxed who also had covidperhaps this is why? from the 82022 release of vaers datafound cases where vaccine is covid19
Aurelius,Amphitheatrum Flavium,"hey guys, remember that time @moderna_tx announced initial data for the under 5 vaccine and then went silent? #covid #covidvaccination #vaccines #covid19 #covidisntover",2022-04-19 23:55:04+00:00,"covid,covidvaccination,vaccines,covid19,covidisntover",hey guys remember that time announced initial data for the under vaccine and then went silent?
Kristin Whiteley,"Toronto, ON","sign me up. 💪💉🧨🦠

also….
you go newfoundland and labrador!!!! look at those vaccination rate stats!!!

#covid19 #covid19canada #getvaccinatedandboosted  https://t.co/wdjrarbfqf",2022-04-19 23:38:38+00:00,"covid19,covid19canada,getvaccinatedandboosted",sign me up alsoyou go newfoundland and labrador!!!! look at those vaccination rate stats!!!
Mike Reader ✡🌊😷🇺🇸,"Charlotte, N.C.","moderna says redesigned covid vaccine produced stronger immunity against omicron than current shots https://t.co/7vk8f3dodp 

the fda is debating whether the u.s. will need updated covid shots ahead of an expected wave of infection in the fall.

#covid19 #coronaupdate @cnbc",2022-04-19 23:35:28+00:00,"covid19,coronaupdate",moderna says redesigned covid vaccine produced stronger immunity against omicron than current shots the fda is debating whether the us will need updated covid shots ahead of an expected wave of infection in the fall
Vaccine Death Updates,,"breaking: reggie fils-aimé is in the hospital from catching covid-19 from the covid vaccine, known as the mrna covid-19 vaccine. #vaccine #covid19 #nintendo #nintendoswitch #pokemon https://t.co/tvoljzq96x",2022-04-19 23:00:39+00:00,"vaccine,covid19,nintendo,nintendoswitch,pokemon",breaking reggie fils-aim is in the hospital from catching covid-19 from the covid vaccine known as the mrna covid-19 vaccine
Prairie Mountain Health,"Manitoba, Canada","#brandon covid walk in vaccine clinic at the brandon shoppers mall on april 21.  offering 1st, 2nd &amp; 3rd doses if eligible. check eligibility criteria https://t.co/ecopolt5zm.    https://t.co/gcn6ddemus brandon university  assiniboine community college https://t.co/mbqqerxbwi",2022-04-19 23:00:12+00:00,brandon,covid walk in vaccine clinic at the brandon shoppers mall on april  offering st nd  rd doses if eligible check eligibility criteria  brandon university assiniboine community college
@JBCEODigivaxc,Ashburn VA,"great news👏👏 coming out from @moderna, says redesigned #covid19 vaccine produced stronger immunity against #omicron than current shots and #vaccine includes nine mutations found in the beta covid variant👍.
#vaccinessavelives #covidisnotover  
https://t.co/xqgaoxsw1w",2022-04-19 22:57:19+00:00,"covid19,omicron,vaccine,vaccinessavelives,covidisnotover",great news coming out from  says redesigned vaccine produced stronger immunity against than current shots and includes nine mutations found in the beta covid variant
PReportReviews1,"Nashville, TN","#covid19
#vaccine
4/19/22
that's sad. 
https://t.co/6cq6psm1hv",2022-04-19 22:51:16+00:00,"covid19,vaccine",1922thats sad
Cynthia Rogers,Ohio,"green light from dr today to unmask! because of double vax and booster, and my recent covid adventure, i am likely super immune for the next six months. i’d hate to think how sick i might have been without the vaccine. #newnormal #covid19 #unmasked",2022-04-19 22:43:31+00:00,"newnormal,covid19,unmasked",green light from dr today to unmask! because of double vax and booster and my recent covid adventure i am likely super immune for the next six months id hate to think how sick i might have been without the vaccine
TowelieTrades,Chicago,"$spy $pfe $mrna $jnj us #covid19 #vaccine tracker:

 vaccinated: 66.0% 
  + boosted: 30.0%  

 ➟ fully vaccinated living in the usa, per cdc data. https://t.co/olv3wuecwy",2022-04-19 22:28:02+00:00,"covid19,vaccine",$spy $pfe $mrna $jnj us tracker vaccinated  + boosted  fully vaccinated living in the usa per cdc data
Ken Nitz,,"#lajolla #scrippsresearch @lajolla @scrippsresearch @digitalmedicine #covid19 #covidisntover 
 smartwatches and fitness bands reveal individual physiological responses to covid-19 vaccine. #digitalmedicine 
https://t.co/g9s2fuahwz 
 digital medicine did a great job.",2022-04-19 22:15:18+00:00,"lajolla,scrippsresearch,covid19,covidisntover,digitalmedicine",smartwatches and fitness bands reveal individual physiological responses to covid-19 vaccine digital medicine did a great job
RobertJ,"Detroit, MI","sing along;
there’s a covid on my wiener whack it off
there’s a covid on my wiener whack it off
i was lovin on my cousin
you can see the rash a comin
there’s a covid on my wiener whack it off 
#covidiots #covid19 #ba2 #omicron #coronavirus #vaccine #maskmandate #airlines #gop https://t.co/wdvb1q56ji",2022-04-19 22:14:29+00:00,"covidiots,covid19,ba2,omicron,coronavirus,vaccine,maskmandate,airlines,gop",sing alongtheres a covid on my wiener whack it offtheres a covid on my wiener whack it offi was lovin on my cousinyou can see the rash a comintheres a covid on my wiener whack it off
NJDOH,New Jersey,"the covid-19 vaccine is proven to be safe and effective. protect yourself, your family and your community by getting children ages 5 &amp; up vaccinated today! https://t.co/w9q4e8zrhb #covid19 #covidvaccine #njdoh https://t.co/xk9f7hqkcq",2022-04-19 22:10:00+00:00,"covid19,covidvaccine,njdoh",the covid-19 vaccine is proven to be safe and effective protect yourself your family and your community by getting children ages  up vaccinated today!
Ministry of Health,Trinidad and Tobago,"get boosted ⬆️

do it for you! 👪

🔗 find out where and how you can get boosted by visiting - https://t.co/f4nxdqie8m

#covid19 #covid19vaccine https://t.co/edtuychoow",2022-04-19 22:00:18+00:00,"covid19,covid19vaccine",get boosted do it for you! find out where and how you can get boosted by visiting -
Prairie Mountain Health,"Manitoba, Canada","#carberry covid walk in vaccine clinic on thurs. april 21 at the hall.  offering 1st, 2nd, 3rd &amp; 4th doses if eligible. check eligibility criteria https://t.co/ecopolt5zm. https://t.co/xg5t3v3nns",2022-04-19 22:00:14+00:00,carberry,covid walk in vaccine clinic on thurs april at the hall offering st nd rd  th doses if eligible check eligibility criteria 
YourTV Quinte,"Belleville, Ontario","@bellevilleon mayor @mitchpanciuk highlights include #covid vaccine numbers, norm mitts retirement, prov. funding for victim supports, #viq funding, #bghf  funding and jack miller recognition. #covid19 #covidquinte #yourtv #trulylocal #dtbelleville https://t.co/lii54w9xnp",2022-04-19 22:00:06+00:00,"covid,viq,bghf,covid19,covidquinte,yourtv,trulylocal,dtbelleville",mayor highlights include vaccine numbers norm mitts retirement prov funding for victim supports funding funding and jack miller recognition
